year,section,line,pattern_id,hand_key,hand_pattern,hand_criteria,hand_points,hand_conceiled,sequence,tile_1_id,tile_1_joker,tile_2_id,tile_2_joker,tile_3_id,tile_3_joker,tile_4_id,tile_4_joker,tile_5_id,tile_5_joker,tile_6_id,tile_6_joker,tile_7_id,tile_7_joker,tile_8_id,tile_8_joker,tile_9_id,tile_9_joker,tile_10_id,tile_10_joker,tile_11_id,tile_11_joker,tile_12_id,tile_12_joker,tile_13_id,tile_13_joker,tile_14_id,tile_14_joker,
2025,2468,1,2,2025-2468-1-2,222 4444 666 8888,Any 1 or 2 Suits,25,FALSE,5,2D,yes,2D,yes,2D,yes,4D,yes,4D,yes,4D,yes,4D,yes,6C,yes,6C,yes,6C,yes,8C,yes,8C,yes,8C,yes,8C,yes,
2025,2468,1,2,2025-2468-1-2,222 4444 666 8888,Any 1 or 2 Suits,25,FALSE,6,2D,yes,2D,yes,2D,yes,4D,yes,4D,yes,4D,yes,4D,yes,6B,yes,6B,yes,6B,yes,8B,yes,8B,yes,8B,yes,8B,yes,
2025,2468,2,1,2025-2468-2-1,FF 2222 + 4444 = 6666,Any 3 Suits,25,FALSE,1,flower,no,flower,no,2B,yes,2B,yes,2B,yes,2B,yes,4C,yes,4C,yes,4C,yes,4C,yes,6D,yes,6D,yes,6D,yes,6D,yes,
2025,2468,2,1,2025-2468-2-1,FF 2222 + 4444 = 6666,Any 3 Suits,25,FALSE,2,flower,no,flower,no,2B,yes,2B,yes,2B,yes,2B,yes,4D,yes,4D,yes,4D,yes,4D,yes,6C,yes,6C,yes,6C,yes,6C,yes,
2025,2468,2,1,2025-2468-2-1,FF 2222 + 4444 = 6666,Any 3 Suits,25,FALSE,3,flower,no,flower,no,2C,yes,2C,yes,2C,yes,2C,yes,4B,yes,4B,yes,4B,yes,4B,yes,6D,yes,6D,yes,6D,yes,6D,yes,
2025,2468,2,1,2025-2468-2-1,FF 2222 + 4444 = 6666,Any 3 Suits,25,FALSE,4,flower,no,flower,no,2C,yes,2C,yes,2C,yes,2C,yes,4D,yes,4D,yes,4D,yes,4D,yes,6B,yes,6B,yes,6B,yes,6B,yes,
2025,2468,2,1,2025-2468-2-1,FF 2222 + 4444 = 6666,Any 3 Suits,25,FALSE,5,flower,no,flower,no,2D,yes,2D,yes,2D,yes,2D,yes,4B,yes,4B,yes,4B,yes,4B,yes,6C,yes,6C,yes,6C,yes,6C,yes,
2025,2468,2,1,2025-2468-2-1,FF 2222 + 4444 = 6666,Any 3 Suits,25,FALSE,6,flower,no,flower,no,2D,yes,2D,yes,2D,yes,2D,yes,4C,yes,4C,yes,4C,yes,4C,yes,6B,yes,6B,yes,6B,yes,6B,yes,
2025,2468,2,2,2025-2468-2-2,FF 2222 + 6666 = 8888,Any 3 Suits,25,FALSE,1,flower,no,flower,no,2B,yes,2B,yes,2B,yes,2B,yes,6C,yes,6C,yes,6C,yes,6C,yes,8D,yes,8D,yes,8D,yes,8D,yes,
2025,2468,2,2,2025-2468-2-2,FF 2222 + 6666 = 8888,Any 3 Suits,25,FALSE,2,flower,no,flower,no,2B,yes,2B,yes,2B,yes,2B,yes,6D,yes,6D,yes,6D,yes,6D,yes,8C,yes,8C,yes,8C,yes,8C,yes,
2025,2468,2,2,2025-2468-2-2,FF 2222 + 6666 = 8888,Any 3 Suits,25,FALSE,3,flower,no,flower,no,2C,yes,2C,yes,2C,yes,2C,yes,6B,yes,6B,yes,6B,yes,6B,yes,8D,yes,8D,yes,8D,yes,8D,yes,
2025,2468,2,2,2025-2468-2-2,FF 2222 + 6666 = 8888,Any 3 Suits,25,FALSE,4,flower,no,flower,no,2C,yes,2C,yes,2C,yes,2C,yes,6D,yes,6D,yes,6D,yes,6D,yes,8B,yes,8B,yes,8B,yes,8B,yes,
2025,2468,2,2,2025-2468-2-2,FF 2222 + 6666 = 8888,Any 3 Suits,25,FALSE,5,flower,no,flower,no,2D,yes,2D,yes,2D,yes,2D,yes,6B,yes,6B,yes,6B,yes,6B,yes,8C,yes,8C,yes,8C,yes,8C,yes,
2025,2468,2,2,2025-2468-2-2,FF 2222 + 6666 = 8888,Any 3 Suits,25,FALSE,6,flower,no,flower,no,2D,yes,2D,yes,2D,yes,2D,yes,6C,yes,6C,yes,6C,yes,6C,yes,8B,yes,8B,yes,8B,yes,8B,yes,
2025,2468,3,1,2025-2468-3-1,22 444 66 888 DDDD,Any 1 Suit,25,FALSE,1,2B,no,2B,no,4B,yes,4B,yes,4B,yes,6B,no,6B,no,8B,yes,8B,yes,8B,yes,green,yes,green,yes,green,yes,green,yes,
2025,2468,3,1,2025-2468-3-1,22 444 66 888 DDDD,Any 1 Suit,25,FALSE,2,2C,no,2C,no,4C,yes,4C,yes,4C,yes,6C,no,6C,no,8C,yes,8C,yes,8C,yes,red,yes,red,yes,red,yes,red,yes,
2025,2468,3,1,2025-2468-3-1,22 444 66 888 DDDD,Any 1 Suit,25,FALSE,3,2D,no,2D,no,4D,yes,4D,yes,4D,yes,6D,no,6D,no,8D,yes,8D,yes,8D,yes,white,yes,white,yes,white,yes,white,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,1,flower,yes,flower,yes,flower,yes,flower,yes,2B,no,4B,no,6B,no,8B,no,2C,yes,2C,yes,2C,yes,2D,yes,2D,yes,2D,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,2,flower,yes,flower,yes,flower,yes,flower,yes,2C,no,4C,no,6C,no,8C,no,2D,yes,2D,yes,2D,yes,2B,yes,2B,yes,2B,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,3,flower,yes,flower,yes,flower,yes,flower,yes,2D,no,4D,no,6D,no,8D,no,2B,yes,2B,yes,2B,yes,2C,yes,2C,yes,2C,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,4,flower,yes,flower,yes,flower,yes,flower,yes,2B,no,4B,no,6B,no,8B,no,4C,yes,4C,yes,4C,yes,4D,yes,4D,yes,4D,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,5,flower,yes,flower,yes,flower,yes,flower,yes,2C,no,4C,no,6C,no,8C,no,4D,yes,4D,yes,4D,yes,4B,yes,4B,yes,4B,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,6,flower,yes,flower,yes,flower,yes,flower,yes,2D,no,4D,no,6D,no,8D,no,4B,yes,4B,yes,4B,yes,4C,yes,4C,yes,4C,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,7,flower,yes,flower,yes,flower,yes,flower,yes,2B,no,4B,no,6B,no,8B,no,6C,yes,6C,yes,6C,yes,6D,yes,6D,yes,6D,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,8,flower,yes,flower,yes,flower,yes,flower,yes,2C,no,4C,no,6C,no,8C,no,6D,yes,6D,yes,6D,yes,6B,yes,6B,yes,6B,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,9,flower,yes,flower,yes,flower,yes,flower,yes,2D,no,4D,no,6D,no,8D,no,6B,yes,6B,yes,6B,yes,6C,yes,6C,yes,6C,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,10,flower,yes,flower,yes,flower,yes,flower,yes,2B,no,4B,no,6B,no,8B,no,8C,yes,8C,yes,8C,yes,8D,yes,8D,yes,8D,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,11,flower,yes,flower,yes,flower,yes,flower,yes,2C,no,4C,no,6C,no,8C,no,8D,yes,8D,yes,8D,yes,8B,yes,8B,yes,8B,yes,
2025,2468,4,1,2025-2468-4-1,FFFF 2468 222 222,"Any 3 Suits, Like Pungs, Any Even No.",25,FALSE,12,flower,yes,flower,yes,flower,yes,flower,yes,2D,no,4D,no,6D,no,8D,no,8B,yes,8B,yes,8B,yes,8C,yes,8C,yes,8C,yes,
2025,2468,5,1,2025-2468-5-1,FFF 22 44 666 8888,Any 1 Suit,25,FALSE,1,flower,yes,flower,yes,flower,yes,2B,no,2B,no,4B,no,4B,no,6B,yes,6B,yes,6B,yes,8B,yes,8B,yes,8B,yes,8B,yes,
2025,2468,5,1,2025-2468-5-1,FFF 22 44 666 8888,Any 1 Suit,25,FALSE,2,flower,yes,flower,yes,flower,yes,2C,no,2C,no,4C,no,4C,no,6C,yes,6C,yes,6C,yes,8C,yes,8C,yes,8C,yes,8C,yes,
2025,2468,5,1,2025-2468-5-1,FFF 22 44 666 8888,Any 1 Suit,25,FALSE,3,flower,yes,flower,yes,flower,yes,2D,no,2D,no,4D,no,4D,no,6D,yes,6D,yes,6D,yes,8D,yes,8D,yes,8D,yes,8D,yes,
2025,2468,6,1,2025-2468-6-1,222 4444 666 88 88,Any 3 Suits. Pairs 8s Only,25,FALSE,1,2B,yes,2B,yes,2B,yes,4B,yes,4B,yes,4B,yes,4B,yes,6B,yes,6B,yes,6B,yes,8C,no,8C,no,8D,no,8D,no,
2025,2468,6,1,2025-2468-6-1,222 4444 666 88 88,Any 3 Suits. Pairs 8s Only,25,FALSE,2,2C,yes,2C,yes,2C,yes,4C,yes,4C,yes,4C,yes,4C,yes,6C,yes,6C,yes,6C,yes,8B,no,8B,no,8D,no,8D,no,
2025,2468,6,1,2025-2468-6-1,222 4444 666 88 88,Any 3 Suits. Pairs 8s Only,25,FALSE,3,2D,yes,2D,yes,2D,yes,4D,yes,4D,yes,4D,yes,4D,yes,6D,yes,6D,yes,6D,yes,8C,no,8C,no,8B,no,8B,no,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,1,flower,yes,flower,yes,2B,yes,2B,yes,2B,yes,2B,yes,red,yes,red,yes,red,yes,red,yes,2D,yes,2D,yes,2D,yes,2D,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,2,flower,yes,flower,yes,2B,yes,2B,yes,2B,yes,2B,yes,white,yes,white,yes,white,yes,white,yes,2C,yes,2C,yes,2C,yes,2C,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,3,flower,yes,flower,yes,2C,yes,2C,yes,2C,yes,2C,yes,green,yes,green,yes,green,yes,green,yes,2D,yes,2D,yes,2D,yes,2D,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,4,flower,yes,flower,yes,4B,yes,4B,yes,4B,yes,4B,yes,red,yes,red,yes,red,yes,red,yes,4D,yes,4D,yes,4D,yes,4D,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,5,flower,yes,flower,yes,4B,yes,4B,yes,4B,yes,4B,yes,white,yes,white,yes,white,yes,white,yes,4C,yes,4C,yes,4C,yes,4C,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,6,flower,yes,flower,yes,4C,yes,4C,yes,4C,yes,4C,yes,green,yes,green,yes,green,yes,green,yes,4D,yes,4D,yes,4D,yes,4D,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,7,flower,yes,flower,yes,6B,yes,6B,yes,6B,yes,6B,yes,red,yes,red,yes,red,yes,red,yes,6D,yes,6D,yes,6D,yes,6D,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,8,flower,yes,flower,yes,6B,yes,6B,yes,6B,yes,6B,yes,white,yes,white,yes,white,yes,white,yes,6C,yes,6C,yes,6C,yes,6C,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,9,flower,yes,flower,yes,6C,yes,6C,yes,6C,yes,6C,yes,green,yes,green,yes,green,yes,green,yes,6D,yes,6D,yes,6D,yes,6D,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,10,flower,yes,flower,yes,8B,yes,8B,yes,8B,yes,8B,yes,red,yes,red,yes,red,yes,red,yes,8D,yes,8D,yes,8D,yes,8D,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,11,flower,yes,flower,yes,8B,yes,8B,yes,8B,yes,8B,yes,white,yes,white,yes,white,yes,white,yes,8C,yes,8C,yes,8C,yes,8C,yes,
2025,2468,7,1,2025-2468-7-1,FF 2222 DDDD 2222,"Any 3 Suits, Like Kongs. Any Even No.",25,FALSE,12,flower,yes,flower,yes,8C,yes,8C,yes,8C,yes,8C,yes,green,yes,green,yes,green,yes,green,yes,8D,yes,8D,yes,8D,yes,8D,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,1,2B,no,2B,no,4B,no,4B,no,6B,no,6B,no,8B,no,8B,no,2C,yes,2C,yes,2C,yes,2D,yes,2D,yes,2D,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,2,2C,no,2C,no,4C,no,4C,no,6C,no,6C,no,8C,no,8C,no,2D,yes,2D,yes,2D,yes,2B,yes,2B,yes,2B,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,3,2D,no,2D,no,4D,no,4D,no,6D,no,6D,no,8D,no,8D,no,2B,yes,2B,yes,2B,yes,2C,yes,2C,yes,2C,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,4,2B,no,2B,no,4B,no,4B,no,6B,no,6B,no,8B,no,8B,no,4C,yes,4C,yes,4C,yes,4D,yes,4D,yes,4D,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,5,2C,no,2C,no,4C,no,4C,no,6C,no,6C,no,8C,no,8C,no,4D,yes,4D,yes,4D,yes,4B,yes,4B,yes,4B,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,6,2D,no,2D,no,4D,no,4D,no,6D,no,6D,no,8D,no,8D,no,4B,yes,4B,yes,4B,yes,4C,yes,4C,yes,4C,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,7,2B,no,2B,no,4B,no,4B,no,6B,no,6B,no,8B,no,8B,no,6C,yes,6C,yes,6C,yes,6D,yes,6D,yes,6D,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,8,2C,no,2C,no,4C,no,4C,no,6C,no,6C,no,8C,no,8C,no,6D,yes,6D,yes,6D,yes,6B,yes,6B,yes,6B,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,9,2D,no,2D,no,4D,no,4D,no,6D,no,6D,no,8D,no,8D,no,6B,yes,6B,yes,6B,yes,6C,yes,6C,yes,6C,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,10,2B,no,2B,no,4B,no,4B,no,6B,no,6B,no,8B,no,8B,no,8C,yes,8C,yes,8C,yes,8D,yes,8D,yes,8D,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,11,2C,no,2C,no,4C,no,4C,no,6C,no,6C,no,8C,no,8C,no,8D,yes,8D,yes,8D,yes,8B,yes,8B,yes,8B,yes,
2025,2468,8,1,2025-2468-8-1,22 44 66 88 222 222,Any 3 Suits. Like Pungs. Any Even No.,30,TRUE,12,2D,no,2D,no,4D,no,4D,no,6D,no,6D,no,8D,no,8D,no,8B,yes,8B,yes,8B,yes,8C,yes,8C,yes,8C,yes,
2025,ANY LIKE NUMBERS,1,1,2025-ANY_LIKE_NUMBERS-1-1,FF 1111 D 1111 D 11,Any 3 Suits,25,FALSE,1,flower,yes,flower,yes,1B,yes,1B,yes,1B,yes,1B,yes,green,no,1C,yes,1C,yes,1C,yes,1C,yes,red,no,1D,no,1D,no,
2025,ANY LIKE NUMBERS,1,1,2025-ANY_LIKE_NUMBERS-1-1,FF 1111 D 1111 D 11,Any 3 Suits,25,FALSE,2,flower,yes,flower,yes,1C,yes,1C,yes,1C,yes,1C,yes,red,no,1D,yes,1D,yes,1D,yes,1D,yes,white,no,1B,no,1B,no,
2025,ANY LIKE NUMBERS,1,1,2025-ANY_LIKE_NUMBERS-1-1,FF 1111 D 1111 D 11,Any 3 Suits,25,FALSE,3,flower,yes,flower,yes,1D,yes,1D,yes,1D,yes,1D,yes,white,no,1B,yes,1B,yes,1B,yes,1B,yes,green,no,1C,no,1C,no,
2025,ANY LIKE NUMBERS,1,1,2025-ANY_LIKE_NUMBERS-1-1,FF 1111 D 1111 D 11,Any 3 Suits,25,FALSE,4,flower,yes,flower,yes,2B,yes,2B,yes,2B,yes,2B,yes,green,no,2C,yes,2C,yes,2C,yes,2C,yes,red,no,2D,no,2D,no,
2025,ANY LIKE NUMBERS,1,1,2025-ANY_LIKE_NUMBERS-1-1,FF 1111 D 1111 D 11,Any 3 Suits,25,FALSE,5,flower,yes,flower,yes,2C,yes,2C,yes,2C,yes,2C,yes,red,no,2D,yes,2D,yes,2D,yes,2D,yes,white,no,2B,no,2B,no,
2025,ANY LIKE NUMBERS,1,1,2025-ANY_LIKE_NUMBERS-1-1,FF 1111 D 1111 D 11,Any 3 Suits,25,FALSE,6,flower,yes,flower,yes,2D,yes,2D,yes,2D,yes,2D,yes,white,no,2B,yes,2B,yes,2B,yes,2B,yes,green,no,2C,no,2C,no,
2025,ANY LIKE NUMBERS,1,1,2025-ANY_LIKE_NUMBERS-1-1,FF 1111 D 1111 D 11,Any 3 Suits,25,FALSE,7,flower,yes,flower,yes,3B,yes,3B,yes,3B,yes,3B,yes,green,no,3C,yes,3C,yes,3C,yes,3C,yes,red,no,3D,no,3D,no,
2025,ANY LIKE NUMBERS,1,1,2025-ANY_LIKE_NUMBERS-1-1,FF 1111 D 1111 D 11,Any 3 Suits,25,FALSE,8,flower,yes,flower,yes,3C,yes,3C,yes,3C,yes,3C,yes,red,no,3D,yes,3D,yes,3D,yes,3D,yes,white,no,3B,no,3B,no,
